Year;Month;Citizenship;Decision;Number
2016;4;Morocco;Positive;10
2016;4;Morocco;Negative;4
2016;4;Myanmar;Positive;1
2016;4;Nepal;Positive;21
2016;4;Nepal;Negative;8
2016;4;New Zealand;Positive;3
2016;4;New Zealand;Negative;1
2016;4;Niger;Positive;1
2016;4;Nigeria;Positive;18
2016;4;Nigeria;Negative;7
2016;4;North Macedonia;Negative;1
2016;4;Not clarified;Positive;2
2016;4;Not clarified;Negative;7
2016;4;Pakistan;Positive;15
2016;4;Pakistan;Negative;9
2016;4;Peru;Positive;5
2016;4;Peru;Negative;1
2016;4;Philippines;Positive;33
2016;4;Philippines;Negative;3
2016;4;Romania;Negative;1
2016;4;Russian Federation;Positive;193
2016;4;Russian Federation;Negative;25
2016;4;Rwanda;Positive;1
2016;4;Saint Vincent and the Grenadines;Positive;1
2016;4;Saudi Arabia;Positive;1
2016;4;Senegal;Positive;5
2016;4;Senegal;Negative;1
2016;4;Serbia;Positive;15
2016;4;Serbia;Negative;3
2016;4;Somalia;Positive;29
2016;4;Somalia;Negative;4
2016;4;South Africa;Positive;1
2016;4;Spain;Positive;1
2016;4;Sri Lanka;Positive;6
2016;4;Sri Lanka;Negative;5
2016;4;Stateless;Positive;1
2016;4;Sudan;Positive;1
2016;4;Syrian Arab Republic;Positive;10
2016;4;Syrian Arab Republic;Negative;2
2016;4;Taiwan;Positive;1
2016;4;Tanzania, United Republic of;Positive;4
2016;4;Thailand;Positive;92
2016;4;Thailand;Negative;12
2016;4;Togo;Positive;1
2016;4;Tunisia;Positive;4
2016;4;Turkey;Positive;22
2016;4;Turkey;Negative;16
2016;4;Uganda;Positive;2
2016;4;Uganda;Negative;1
2016;4;Ukraine;Positive;200
2016;4;Ukraine;Negative;8
2016;4;United Kingdom;Positive;1
2016;4;United States;Positive;59
2016;4;United States;Negative;9
2016;4;Uzbekistan;Negative;1
2016;4;Venezuela;Positive;2
2016;4;Viet Nam;Positive;57
2016;4;Viet Nam;Negative;5
2016;5;Afghanistan;Positive;8
2016;5;Afghanistan;Negative;9
2016;5;Albania;Positive;8
2016;5;Albania;Negative;1
2016;5;Algeria;Positive;5
2016;5;Algeria;Negative;2
2016;5;Angola;Positive;1
2016;5;Armenia;Positive;1
2016;5;Australia;Positive;5
2016;5;Austria;Positive;1
2016;5;Bahamas;Negative;1
2016;5;Bahrain;Positive;1
2016;5;Bangladesh;Positive;10
2016;5;Bangladesh;Negative;1
2016;5;Belarus;Positive;10
2016;5;Bosnia and Herzegovina;Positive;13
2016;5;Bosnia and Herzegovina;Negative;4
2016;5;Brazil;Positive;29
2016;5;Burkina Faso;Positive;3
2016;5;Cambodia;Positive;3
2016;5;Cameroon;Positive;9
2016;5;Canada;Positive;9
2016;5;Canada;Negative;3
2016;5;Chile;Positive;2
2016;5;Chile;Negative;1
2016;5;China;Positive;106
2016;5;China;Negative;4
2016;5;Colombia;Positive;2
2016;5;Colombia;Negative;3
2016;5;Congo (Congo-Kinshasa);Positive;4
2016;5;Costa Rica;Negative;1
2016;5;Côte dIvoire;Positive;2
2016;5;Croatia;Positive;1
2016;5;Cuba;Positive;5
2016;5;Dominican Republic;Negative;1
2016;5;Ecuador;Positive;2
2016;5;Egypt;Positive;11
2016;5;Eritrea;Negative;1
2016;5;Ethiopia;Positive;9
2016;5;Ethiopia;Negative;3
2016;5;Gambia;Positive;6
2016;5;Georgia;Positive;1
2016;5;Germany;Positive;1
2016;5;Ghana;Positive;6
2016;5;Ghana;Negative;3
2016;5;Guinea;Negative;1
2016;5;India;Positive;156
2016;5;India;Negative;5
2016;5;Indonesia;Positive;5
2016;5;Iran, Islamic Republic of;Positive;18
2016;5;Iran, Islamic Republic of;Negative;1
2016;5;Iraq;Positive;39
2016;5;Iraq;Negative;9
2016;5;Israel;Positive;4
2016;5;Israel;Negative;2
2016;5;Japan;Positive;13
2016;5;Jordan;Positive;4
2016;5;Kazakstan;Positive;3
2016;5;Kenya;Positive;5
2016;5;Korea, Republic of (South Korea);Positive;19
2016;5;Korea, Republic of (South Korea);Negative;1
2016;5;Kosovo;Positive;46
2016;5;Kosovo;Negative;17
2016;5;Kyrgyzstan;Positive;3
2016;5;Kyrgyzstan;Negative;2
2016;5;Lebanon;Positive;2
2016;5;Libyan Arab Jamahiriya;Negative;2
2016;5;Madagascar;Positive;3
2016;5;Malaysia;Positive;2
2016;5;Mexico;Positive;15
2016;5;Mexico;Negative;4
2016;5;Moldova, Republic of;Positive;2
2016;5;Mongolia;Positive;3
2016;5;Montenegro;Positive;1
2016;5;Morocco;Positive;10
2016;5;Morocco;Negative;5
2016;5;Mozambique;Positive;1
2016;5;Namibia;Positive;1
2016;5;Nepal;Positive;28
2016;5;Nepal;Negative;10
2016;5;Netherlands;Positive;1
2016;5;New Zealand;Positive;3
2016;5;New Zealand;Negative;1
2016;5;Nigeria;Positive;19
2016;5;Nigeria;Negative;7
2016;5;North Macedonia;Positive;2
2016;5;North Macedonia;Negative;1
2016;5;Not clarified;Positive;2
2016;5;Not clarified;Negative;5
2016;5;Pakistan;Positive;35
2016;5;Pakistan;Negative;4
2016;5;Peru;Positive;3
2016;5;Philippines;Positive;73
2016;5;Philippines;Negative;3
2016;5;Russian Federation;Positive;188
2016;5;Russian Federation;Negative;17
2016;5;Rwanda;Positive;1
2016;5;Senegal;Positive;3
2016;5;Senegal;Negative;1
2016;5;Serbia;Positive;7
2016;5;Serbia;Negative;3
2016;5;Sierra Leone;Positive;2
2016;5;Singapore;Positive;1
2016;5;Somalia;Positive;40
2016;5;Somalia;Negative;15
2016;5;South Africa;Positive;1
2016;5;Sri Lanka;Positive;11
2016;5;Sri Lanka;Negative;1
2016;5;Stateless;Negative;2
2016;5;Sudan;Positive;3
2016;5;Syrian Arab Republic;Positive;18
2016;5;Syrian Arab Republic;Negative;1
2016;5;Taiwan;Positive;3
2016;5;Tanzania, United Republic of;Positive;5
2016;5;Thailand;Positive;55
2016;5;Thailand;Negative;19
2016;5;Trinidad and Tobago;Positive;3
2016;5;Tunisia;Positive;6
2016;5;Tunisia;Negative;3
2016;5;Turkey;Positive;28
2016;5;Turkey;Negative;13
2016;5;Turkmenistan;Positive;1
2016;5;Uganda;Positive;4
2016;5;Ukraine;Positive;86
2016;5;Ukraine;Negative;9
2016;5;United States;Positive;71
2016;5;United States;Negative;4
2016;5;Uruguay;Positive;1
2016;5;Uzbekistan;Negative;5
2016;5;Viet Nam;Positive;58
2016;5;Viet Nam;Negative;12
2016;5;Yemen;Positive;1
2016;5;Zambia;Positive;1
2016;5;Zambia;Negative;1
2016;5;Zimbabwe;Positive;1
2016;6;Afghanistan;Positive;10
2016;6;Afghanistan;Negative;12
2016;6;Albania;Positive;12
2016;6;Albania;Negative;13
2016;6;Algeria;Positive;14
2016;6;Algeria;Negative;1
2016;6;Angola;Negative;1
2016;6;Argentina;Positive;4
2016;6;Australia;Positive;26
2016;6;Australia;Negative;1
2016;6;Azerbaijan;Positive;2
2016;6;Bahrain;Positive;1
2016;6;Bangladesh;Positive;49
2016;6;Bangladesh;Negative;13
2016;6;Belarus;Positive;25
2016;6;Belarus;Negative;1
2016;6;Benin;Positive;1
2016;6;Bolivia;Positive;1
2016;6;Bosnia and Herzegovina;Positive;11
2016;6;Bosnia and Herzegovina;Negative;1
2016;6;Brazil;Positive;44
2016;6;Brazil;Negative;2
2016;6;Burkina Faso;Positive;1
2016;6;Cambodia;Positive;2
2016;6;Cameroon;Positive;7
2016;6;Cameroon;Negative;3
2016;6;Canada;Positive;39
2016;6;Chile;Positive;11
2016;6;China;Positive;329
2016;6;China;Negative;7
2016;6;Colombia;Positive;12
2016;6;Colombia;Negative;2
2016;6;Congo (Congo-Kinshasa);Positive;13
2016;6;Congo (Congo-Kinshasa);Negative;1
2016;6;Costa Rica;Positive;6
2016;6;Cuba;Positive;3
2016;6;Cuba;Negative;1
2016;6;Dominican Republic;Positive;1
2016;6;Ecuador;Positive;3
2016;6;Egypt;Positive;20
2016;6;Egypt;Negative;1
2016;6;Estonia;Positive;4
2016;6;Ethiopia;Positive;11
2016;6;Ethiopia;Negative;2
2016;6;Gambia;Positive;4
2016;6;Gambia;Negative;3
2016;6;Ghana;Positive;16
2016;6;Ghana;Negative;10
2016;6;Guinea;Positive;2
2016;6;Honduras;Positive;1
2016;6;India;Positive;167
2016;6;India;Negative;6
2016;6;Indonesia;Positive;11
2016;6;Iran, Islamic Republic of;Positive;63
2016;6;Iran, Islamic Republic of;Negative;2
2016;6;Iraq;Positive;22
2016;6;Iraq;Negative;6
2016;6;Israel;Positive;3
2016;6;Jamaica;Positive;1
2016;6;Japan;Positive;80
2016;6;Japan;Negative;1
2016;6;Jordan;Positive;4
2016;6;Jordan;Negative;1
2016;6;Kazakstan;Positive;7
2016;6;Kenya;Positive;10
2016;6;Kenya;Negative;2
2016;6;Korea, Republic of (South Korea);Positive;72
2016;6;Kosovo;Positive;16
2016;6;Kosovo;Negative;18
2016;6;Kuwait;Positive;1
2016;6;Kyrgyzstan;Negative;3
2016;6;Libyan Arab Jamahiriya;Positive;1
2016;6;Madagascar;Positive;3
2016;6;Malaysia;Positive;8
2016;6;Mexico;Positive;24
2016;6;Mexico;Negative;1
2016;6;Mongolia;Positive;2
2016;6;Morocco;Positive;20
2016;6;Morocco;Negative;7
2016;6;Mozambique;Positive;2
2016;6;Myanmar;Negative;1
2016;6;Namibia;Negative;1
2016;6;Nepal;Positive;24
2016;6;Nepal;Negative;9
2016;6;New Zealand;Positive;10
2016;6;Nicaragua;Positive;1
2016;6;Niger;Positive;1
2016;6;Nigeria;Positive;31
2016;6;Nigeria;Negative;16
2016;6;North Macedonia;Positive;6
2016;6;North Macedonia;Negative;1
2016;6;Not clarified;Positive;4
2016;6;Not clarified;Negative;1
2016;6;Pakistan;Positive;53
2016;6;Pakistan;Negative;34
2016;6;Peru;Positive;4
2016;6;Peru;Negative;4
2016;6;Philippines;Positive;37
2016;6;Philippines;Negative;9
2016;6;Romania;Positive;1
2016;6;Russian Federation;Positive;344
2016;6;Russian Federation;Negative;24
2016;6;Rwanda;Negative;1
2016;6;Saudi Arabia;Positive;1
2016;6;Senegal;Positive;1
2016;6;Serbia;Positive;22
2016;6;Serbia;Negative;3
2016;6;Singapore;Positive;29
2016;6;Somalia;Positive;29
2016;6;Somalia;Negative;5
2016;6;South Africa;Positive;4
2016;6;Sri Lanka;Positive;12
2016;6;Sri Lanka;Negative;1
2016;6;Stateless;Positive;5
2016;6;Sudan;Positive;1
2016;6;Sudan;Negative;3
2016;6;Syrian Arab Republic;Positive;17
2016;6;Syrian Arab Republic;Negative;2
2016;6;Taiwan;Positive;3
2016;6;Tajikistan;Positive;1
2016;6;Tanzania, United Republic of;Positive;2
2016;6;Thailand;Positive;170
2016;6;Thailand;Negative;22
2016;6;Togo;Positive;1
2016;6;Trinidad and Tobago;Positive;1
2016;6;Tunisia;Positive;3
2016;6;Tunisia;Negative;2
2016;6;Turkey;Positive;62
2016;6;Turkey;Negative;10
2016;6;Uganda;Negative;1
2016;6;Ukraine;Positive;78
2016;6;Ukraine;Negative;5
2016;6;United Kingdom;Positive;1
2016;6;United States;Positive;136
2016;6;United States;Negative;1
2016;6;Unknown;Positive;2
2016;6;Uruguay;Positive;2
2016;6;Uzbekistan;Positive;7
2016;6;Uzbekistan;Negative;3
2016;6;Venezuela;Positive;5
2016;6;Viet Nam;Positive;154
2016;6;Viet Nam;Negative;15
2016;6;Zambia;Positive;3
2016;6;Zambia;Negative;2
2016;7;Afghanistan;Positive;9
2016;7;Afghanistan;Negative;5
2016;7;Albania;Positive;9
2016;7;Albania;Negative;6
2016;7;Algeria;Positive;6
2016;7;Angola;Positive;1
2016;7;Argentina;Positive;7
2016;7;Armenia;Positive;3
2016;7;Australia;Positive;14
2016;7;Azerbaijan;Positive;5
2016;7;Azerbaijan;Negative;2
2016;7;Bahamas;Positive;1
2016;7;Bangladesh;Positive;66
2016;7;Bangladesh;Negative;27
2016;7;Belarus;Positive;9
2016;7;Belarus;Negative;1
2016;7;Bolivia;Positive;1
2016;7;Bosnia and Herzegovina;Positive;8
2016;7;Botswana;Negative;1
2016;7;Brazil;Positive;37
2016;7;Cameroon;Positive;7
2016;7;Cameroon;Negative;2
2016;7;Canada;Positive;51
2016;7;Chile;Positive;13
2016;7;China;Positive;407
2016;7;China;Negative;8
2016;7;Colombia;Positive;12
2016;7;Colombia;Negative;1
2016;7;Congo (Congo-Kinshasa);Positive;8
2016;7;Congo (Congo-Kinshasa);Negative;2
2016;7;Costa Rica;Positive;1
2016;7;Côte dIvoire;Positive;1
2016;7;Côte dIvoire;Negative;2
2016;7;Cuba;Positive;3
2016;7;Cuba;Negative;1
2016;7;Dominican Republic;Positive;1
2016;7;Ecuador;Positive;1
2016;7;Egypt;Positive;12
2016;7;Egypt;Negative;1
2016;7;El Salvador;Positive;1
2016;7;Eritrea;Positive;2
2016;7;Ethiopia;Positive;9
2016;7;Ethiopia;Negative;8
2016;7;Gambia;Positive;10
2016;7;Gambia;Negative;1
2016;7;Georgia;Positive;15
2016;7;Ghana;Positive;13
2016;7;Ghana;Negative;4
2016;7;Guatemala;Positive;1
2016;7;Guinea;Negative;1
2016;7;Honduras;Positive;1
2016;7;India;Positive;155
2016;7;India;Negative;2
2016;7;Indonesia;Positive;22
2016;7;Iran, Islamic Republic of;Positive;65
2016;7;Iran, Islamic Republic of;Negative;2
2016;7;Iraq;Positive;38
2016;7;Iraq;Negative;4
2016;7;Ireland;Positive;1
2016;7;Israel;Positive;9
2016;7;Japan;Positive;135
2016;7;Japan;Negative;1
2016;7;Jordan;Positive;5
2016;7;Kazakstan;Positive;14
2016;7;Kazakstan;Negative;1
2016;7;Kenya;Positive;7
2016;7;Kenya;Negative;1
2016;7;Korea, Republic of (South Korea);Positive;124
2016;7;Kosovo;Positive;32
2016;7;Kosovo;Negative;7
2016;7;Kyrgyzstan;Positive;2
2016;7;Lao Peoples Democratic Republic;Negative;2
2016;7;Lebanon;Positive;2
2016;7;Libyan Arab Jamahiriya;Positive;1
2016;7;Malaysia;Positive;25
2016;7;Malaysia;Negative;1
2016;7;Mauritania;Positive;1
2016;7;Mauritius;Positive;2
2016;7;Mexico;Positive;72
2016;7;Mexico;Negative;3
2016;7;Moldova, Republic of;Positive;1
2016;7;Mongolia;Positive;1
2016;7;Montenegro;Positive;3
2016;7;Montenegro;Negative;1
2016;7;Morocco;Positive;18
2016;7;Morocco;Negative;4
2016;7;Nepal;Positive;38
2016;7;Nepal;Negative;11
2016;7;New Zealand;Positive;5
2016;7;Niger;Negative;1
2016;7;Nigeria;Positive;29
2016;7;Nigeria;Negative;14
2016;7;North Macedonia;Positive;1
2016;7;Not clarified;Positive;18
2016;7;Not clarified;Negative;2
2016;7;Pakistan;Positive;72
2016;7;Pakistan;Negative;37
2016;7;Paraguay;Positive;1
2016;7;Peru;Positive;7
2016;7;Philippines;Positive;39
2016;7;Philippines;Negative;2
2016;7;Russian Federation;Positive;731
2016;7;Russian Federation;Negative;29
2016;7;Rwanda;Positive;4
2016;7;Rwanda;Negative;1
2016;7;Saudi Arabia;Positive;2
2016;7;Senegal;Positive;1
2016;7;Serbia;Positive;13
2016;7;Sierra Leone;Positive;3
2016;7;Singapore;Positive;30
2016;7;Singapore;Negative;1
2016;7;Somalia;Positive;41
2016;7;Somalia;Negative;14
2016;7;South Africa;Positive;15
2016;7;Sri Lanka;Positive;11
2016;7;Sri Lanka;Negative;1
2016;7;Stateless;Positive;8
2016;7;Sudan;Positive;2
2016;7;Syrian Arab Republic;Positive;16
2016;7;Syrian Arab Republic;Negative;2
2016;7;Taiwan;Positive;4
2016;7;Tajikistan;Positive;1
2016;7;Tanzania, United Republic of;Positive;5
2016;7;Thailand;Positive;89
2016;7;Thailand;Negative;10
2016;7;Trinidad and Tobago;Positive;2
2016;7;Tunisia;Positive;6
2016;7;Tunisia;Negative;2
2016;7;Turkey;Positive;60
2016;7;Turkey;Negative;7
2016;7;Turkmenistan;Positive;3
2016;7;Uganda;Positive;2
2016;7;Ukraine;Positive;77
2016;7;Ukraine;Negative;8
2016;7;United Arab Emirates;Positive;1
2016;7;United States;Positive;131
2016;7;United States;Negative;1
2016;7;Unknown;Positive;2
2016;7;Uzbekistan;Positive;4
2016;7;Uzbekistan;Negative;1
2016;7;Venezuela;Positive;1
2016;7;Venezuela;Negative;1
2016;7;Viet Nam;Positive;329
2016;7;Viet Nam;Negative;31
2016;7;Zambia;Positive;5
2016;7;Zimbabwe;Positive;2
2016;8;Afghanistan;Positive;7
2016;8;Afghanistan;Negative;7
2016;8;Albania;Positive;8
2016;8;Albania;Negative;6
2016;8;Algeria;Positive;6
2016;8;Algeria;Negative;1
2016;8;Argentina;Positive;2
2016;8;Armenia;Positive;3
2016;8;Australia;Positive;18
2016;8;Azerbaijan;Positive;9
2016;8;Bangladesh;Positive;62
2016;8;Bangladesh;Negative;21
2016;8;Belarus;Positive;9
2016;8;Benin;Positive;1
2016;8;Bosnia and Herzegovina;Positive;5
2016;8;Bosnia and Herzegovina;Negative;6
2016;8;Brazil;Positive;11
2016;8;Brazil;Negative;3
2016;8;Cameroon;Positive;9
2016;8;Cameroon;Negative;16
2016;8;Canada;Positive;25
2016;8;Canada;Negative;1
2016;8;Chile;Positive;5
2016;8;China;Positive;133
2016;8;China;Negative;1
2016;8;Colombia;Positive;8
2016;8;Congo (Congo-Brazzaville);Negative;1
2016;8;Congo (Congo-Kinshasa);Positive;3
2016;8;Congo (Congo-Kinshasa);Negative;2
2016;8;Côte dIvoire;Positive;1
2016;8;Dominican Republic;Negative;1
2016;8;Ecuador;Positive;1
2016;8;Egypt;Positive;11
2016;8;Egypt;Negative;3
2016;8;Eritrea;Negative;1
2016;8;Estonia;Positive;1
2016;8;Ethiopia;Positive;11
2016;8;Ethiopia;Negative;4
2016;8;Gambia;Positive;1
2016;8;Gambia;Negative;2
2016;8;Georgia;Positive;1
2016;8;Ghana;Positive;18
2016;8;Ghana;Negative;19
2016;8;Guatemala;Positive;1
2016;8;Guinea;Positive;1
2016;8;India;Positive;164
2016;8;India;Negative;3
2016;8;Indonesia;Positive;14
2016;8;Iran, Islamic Republic of;Positive;37
2016;8;Iran, Islamic Republic of;Negative;6
2016;8;Iraq;Positive;46
2016;8;Iraq;Negative;9
2016;8;Israel;Positive;6
2016;8;Israel;Negative;1
2016;8;Jamaica;Positive;1
2016;8;Japan;Positive;50
2016;8;Japan;Negative;1
2016;8;Kazakstan;Positive;13
2016;8;Kazakstan;Negative;1
2016;8;Kenya;Positive;18
2016;8;Kenya;Negative;8
2016;8;Korea, Democratic Peoples Republic of (North Korea);Positive;1
2016;8;Korea, Republic of (South Korea);Positive;15
2016;8;Korea, Republic of (South Korea);Negative;1
2016;8;Kosovo;Positive;40
2016;8;Kosovo;Negative;13
2016;8;Kyrgyzstan;Positive;3
2016;8;Lao Peoples Democratic Republic;Positive;1
2016;8;Lebanon;Positive;4
2016;8;Lebanon;Negative;1
2016;8;Liberia;Positive;1
2016;8;Libyan Arab Jamahiriya;Positive;2
2016;8;Malaysia;Positive;8
2016;8;Mauritius;Positive;1
2016;8;Mexico;Positive;29
2016;8;Moldova, Republic of;Positive;3
2016;8;Mongolia;Positive;3
2016;8;Montenegro;Positive;1
2016;8;Morocco;Positive;17
2016;8;Morocco;Negative;8
2016;8;Myanmar;Positive;1
2016;8;Myanmar;Negative;2
2016;8;Nepal;Positive;95
2016;8;Nepal;Negative;19
2016;8;New Zealand;Positive;2
2016;8;Nigeria;Positive;49
2016;8;Nigeria;Negative;25
2016;8;North Macedonia;Positive;2
2016;8;Not clarified;Positive;2
2016;8;Not clarified;Negative;4
2016;8;Pakistan;Positive;58
2016;8;Pakistan;Negative;26
2016;8;Paraguay;Positive;1
2016;8;Peru;Positive;2
2016;8;Philippines;Positive;52
2016;8;Philippines;Negative;35
2016;8;Russian Federation;Positive;419
2016;8;Russian Federation;Negative;15
2016;8;Rwanda;Positive;5
2016;8;Serbia;Positive;6
2016;8;Serbia;Negative;4
2016;8;Singapore;Positive;12
2016;8;Singapore;Negative;1
2016;8;Somalia;Positive;33
2016;8;Somalia;Negative;12
2016;8;South Africa;Positive;2
2016;8;South Sudan;Negative;1
2016;8;Sri Lanka;Positive;4
2016;8;Stateless;Positive;2
2016;8;Sudan;Positive;6
2016;8;Sudan;Negative;2
2016;8;Syrian Arab Republic;Positive;23
2016;8;Syrian Arab Republic;Negative;3
2016;8;Taiwan;Positive;4
2016;8;Tanzania, United Republic of;Positive;5
2016;8;Thailand;Positive;79
2016;8;Thailand;Negative;5
2016;8;Togo;Positive;1
2016;8;Togo;Negative;1
2016;8;Trinidad and Tobago;Positive;1
2016;8;Tunisia;Positive;6
2016;8;Turkey;Positive;54
2016;8;Turkey;Negative;11
2016;8;Turkmenistan;Positive;1
2016;8;Uganda;Positive;5
2016;8;Ukraine;Positive;74
2016;8;Ukraine;Negative;10
2016;8;United Arab Emirates;Positive;1
2016;8;United States;Positive;136
2016;8;United States;Negative;7
2016;8;Unknown;Negative;1
2016;8;Uzbekistan;Positive;18
2016;8;Venezuela;Positive;4
2016;8;Viet Nam;Positive;403
2016;8;Viet Nam;Negative;27
2016;8;Yemen;Positive;5
2016;8;Zambia;Positive;2
2016;8;Zambia;Negative;1
2016;8;Zimbabwe;Positive;5
2016;9;Afghanistan;Positive;22
2016;9;Afghanistan;Negative;6
2016;9;Albania;Positive;6
2016;9;Albania;Negative;3
2016;9;Algeria;Positive;6
2016;9;Algeria;Negative;3
2016;9;Angola;Negative;1
2016;9;Argentina;Positive;1
2016;9;Australia;Positive;14
2016;9;Australia;Negative;1
2016;9;Bahamas;Positive;1
2016;9;Bahrain;Positive;1
2016;9;Bangladesh;Positive;38
2016;9;Bangladesh;Negative;21
2016;9;Belarus;Positive;13
2016;9;Belarus;Negative;1
2016;9;Bosnia and Herzegovina;Positive;11
2016;9;Brazil;Positive;13
2016;9;Brazil;Negative;3
2016;9;Cambodia;Positive;1
2016;9;Cameroon;Positive;12
2016;9;Cameroon;Negative;18
2016;9;Canada;Positive;15
2016;9;Canada;Negative;1
2016;9;Chile;Positive;6
2016;9;China;Positive;89
2016;9;China;Negative;7
2016;9;Colombia;Positive;3
2016;9;Congo (Congo-Kinshasa);Positive;7
2016;9;Costa Rica;Positive;1
2016;9;Côte dIvoire;Negative;1
2016;9;Cuba;Positive;2
2016;9;Egypt;Positive;15
2016;9;Egypt;Negative;2
2016;9;Eritrea;Positive;1
2016;9;Ethiopia;Positive;12
2016;9;Ethiopia;Negative;1
2016;9;Gambia;Positive;5
2016;9;Gambia;Negative;3
2016;9;Georgia;Positive;2
2016;9;Ghana;Positive;19
2016;9;Ghana;Negative;17
2016;9;Honduras;Positive;2
2016;9;India;Positive;152
2016;9;India;Negative;2
2016;9;Indonesia;Positive;11
2016;9;Indonesia;Negative;1
2016;9;Iran, Islamic Republic of;Positive;20
2016;9;Iran, Islamic Republic of;Negative;6
2016;9;Iraq;Positive;54
2016;9;Iraq;Negative;11
2016;9;Israel;Positive;5
2016;9;Italy;Positive;1
2016;9;Japan;Positive;16
2016;9;Jordan;Positive;1
2016;9;Kazakstan;Positive;1
2016;9;Kazakstan;Negative;1
2016;9;Kenya;Positive;8
2016;9;Kenya;Negative;12
2016;9;Korea, Republic of (South Korea);Positive;14
2016;9;Korea, Republic of (South Korea);Negative;1
2016;9;Kosovo;Positive;33
2016;9;Kosovo;Negative;14
2016;9;Kyrgyzstan;Negative;2
2016;9;Lao Peoples Democratic Republic;Positive;1
2016;9;Liberia;Positive;1
2016;9;Libyan Arab Jamahiriya;Positive;1
2016;9;Malaysia;Positive;2
2016;9;Mexico;Positive;5
2016;9;Moldova, Republic of;Positive;1
2016;9;Morocco;Positive;11
2016;9;Morocco;Negative;8
2016;9;Myanmar;Positive;1
2016;9;Namibia;Positive;1
2016;9;Nepal;Positive;56
2016;9;Nepal;Negative;40
2016;9;New Zealand;Positive;1
2016;9;Nigeria;Positive;40
2016;9;Nigeria;Negative;37
2016;9;North Macedonia;Positive;3
2016;9;North Macedonia;Negative;1
2016;9;Not clarified;Negative;5
2016;9;Pakistan;Positive;31
2016;9;Pakistan;Negative;15
2016;9;Peru;Positive;1
2016;9;Peru;Negative;1
2016;9;Philippines;Positive;44
2016;9;Philippines;Negative;15
2016;9;Russian Federation;Positive;299
2016;9;Russian Federation;Negative;21
2016;9;Rwanda;Positive;1
2016;9;Saudi Arabia;Positive;2
2016;9;Saudi Arabia;Negative;1
2016;9;Senegal;Positive;2
2016;9;Senegal;Negative;2
2016;9;Serbia;Positive;9
2016;9;Serbia;Negative;1
2016;9;Sierra Leone;Positive;1
2016;9;Somalia;Positive;31
2016;9;Somalia;Negative;16
2016;9;South Africa;Positive;3
2016;9;Sri Lanka;Positive;8
2016;9;Sri Lanka;Negative;2
2016;9;Stateless;Negative;2
2016;9;Sudan;Positive;2
2016;9;Syrian Arab Republic;Positive;27
2016;9;Taiwan;Positive;46
2016;9;Taiwan;Negative;1
2016;9;Tanzania, United Republic of;Positive;1
2016;9;Thailand;Positive;62
2016;9;Thailand;Negative;12
2016;9;Togo;Positive;2
2016;9;Togo;Negative;3
2016;9;Trinidad and Tobago;Positive;1
2016;9;Tunisia;Positive;2
2016;9;Tunisia;Negative;2
2016;9;Turkey;Positive;52
2016;9;Turkey;Negative;14
2016;9;Uganda;Positive;1
2016;9;Ukraine;Positive;74
2016;9;Ukraine;Negative;17
2016;9;United Arab Emirates;Positive;1
2016;9;United States;Positive;65
2016;9;United States;Negative;2
2016;9;Uruguay;Positive;1
2016;9;Uzbekistan;Positive;24
2016;9;Uzbekistan;Negative;5
2016;9;Viet Nam;Positive;28
2016;9;Viet Nam;Negative;12
2016;9;Zambia;Positive;2
2016;10;Afghanistan;Positive;32
2016;10;Afghanistan;Negative;4
2016;10;Albania;Positive;11
2016;10;Albania;Negative;7
2016;10;Algeria;Positive;2
2016;10;Algeria;Negative;2
2016;10;Argentina;Positive;2
2016;10;Argentina;Negative;1
2016;10;Armenia;Positive;1
2016;10;Australia;Positive;17
2016;10;Australia;Negative;1
2016;10;Azerbaijan;Positive;3
2016;10;Bahamas;Positive;1
2016;10;Bangladesh;Positive;28
2016;10;Bangladesh;Negative;10
2016;10;Belarus;Positive;5
2016;10;Belarus;Negative;1
2016;10;Bosnia and Herzegovina;Positive;10
2016;10;Bosnia and Herzegovina;Negative;1
2016;10;Brazil;Positive;14
2016;10;Burundi;Negative;1
2016;10;Cambodia;Positive;1
2016;10;Cameroon;Positive;5
2016;10;Cameroon;Negative;10
2016;10;Canada;Positive;18
2016;10;Canada;Negative;1
2016;10;Chile;Positive;2
2016;10;China;Positive;85
2016;10;China;Negative;11
2016;10;Colombia;Positive;1
2016;10;Colombia;Negative;1
2016;10;Congo (Congo-Kinshasa);Positive;4
2016;10;Congo (Congo-Kinshasa);Negative;2
2016;10;Croatia;Positive;1
2016;10;Cuba;Positive;2
2016;10;Dominican Republic;Positive;1
2016;10;Egypt;Positive;12
2016;10;Egypt;Negative;1
2016;10;El Salvador;Positive;1
2016;10;Eritrea;Positive;1
2016;10;Estonia;Positive;1
2016;10;Ethiopia;Positive;10
2016;10;Ethiopia;Negative;3
2016;10;Gambia;Positive;10
2016;10;Gambia;Negative;3
2016;10;Georgia;Positive;4
2016;10;Germany;Positive;1
2016;10;Ghana;Positive;15
2016;10;Ghana;Negative;7
2016;10;Guatemala;Positive;1
2016;10;Guinea;Negative;1
2016;10;Honduras;Positive;1
2016;10;India;Positive;90
2016;10;India;Negative;24
2016;10;Indonesia;Positive;13
2016;10;Iran, Islamic Republic of;Positive;10
2016;10;Iran, Islamic Republic of;Negative;2
2016;10;Iraq;Positive;81
2016;10;Iraq;Negative;12
